wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
20;podlaskie;2011;sokólski;2011093;gm.m-w. Suchowola;Białostocki;6765;2713;2586;40,1035;38,2262
10;łódzkie;1001;bełchatowski;1001032;gm.w Drużbice;Piotrkowski;5220;2058;1994;39,4253;38,1992
6;lubelskie;617;świdnicki;617052;gm.w Trawniki;Lubelski;8833;3526;3371;39,9185;38,1637
14;mazowieckie;1411;makowski;1411042;gm.w Krasnosielc;Ostrołęcki;6283;2515;2396;40,0286;38,1346
10;łódzkie;1001;bełchatowski;1001022;gm.w Bełchatów;Piotrkowski;11838;4666;4514;39,4154;38,1314
32;zachodniopomorskie;3214;stargardzki;3214092;gm.w Stara Dąbrowa;Szczeciński;3717;1474;1417;39,6556;38,1221
12;małopolskie;1202;brzeski;1202033;gm.m-w. Czchów;Tarnowski;9814;3852;3741;39,2501;38,119
30;wielkopolskie;3007;kaliski;3007053;gm.m-w. Koźminek;Kaliski;7548;2983;2877;39,5204;38,1161
2;dolnośląskie;224;ząbkowicki;224042;gm.w Stoszowice;Wałbrzyski;5360;2163;2043;40,3545;38,1157
10;łódzkie;1012;radomszczański;1012142;gm.w Żytno;Częstochowski;5080;2047;1936;40,2953;38,1102
32;zachodniopomorskie;3201;białogardzki;3201022;gm.w Białogard;Koszaliński;7543;2966;2873;39,3212;38,0883
12;małopolskie;1204;dąbrowski;1204042;gm.w Mędrzechów;Tarnowski;3404;1339;1296;39,3361;38,0729
26;świętokrzyskie;2604;kielecki;2604062;gm.w Górno;Kielecki;14649;5802;5577;39,6068;38,0709
6;lubelskie;605;janowski;605063;gm.m-w. Modliborzyce;Tarnobrzeski;6914;2718;2632;39,3115;38,0677
14;mazowieckie;1409;lipski;1409022;gm.w Ciepielów;Radomski;5504;2162;2093;39,2805;38,0269
10;łódzkie;1009;pajęczański;1009052;gm.w Rząśnia;Piotrkowski;4924;1947;1872;39,541;38,0179
18;podkarpackie;1802;brzozowski;1802062;gm.w Nozdrzec;Krośnieński;7912;3121;3007;39,4464;38,0056
14;mazowieckie;1429;sokołowski;1429072;gm.w Sabnie;Siedlecki;3574;1408;1358;39,3956;37,9966
6;lubelskie;612;opolski;612023;gm.m-w. Józefów nad Wisłą;Lubelski;6466;2568;2455;39,7154;37,9678
10;łódzkie;1013;rawski;1013042;gm.w Rawa Mazowiecka;Skierniewicki;8793;3507;3336;39,884;37,9393
14;mazowieckie;1403;garwoliński;1403112;gm.w Sobolew;Siedlecki;8173;3233;3100;39,5571;37,9298
28;warmińsko-mazurskie;2811;nidzicki;2811012;gm.w Janowiec Kościelny;Olsztyński;3193;1277;1211;39,9937;37,9267
14;mazowieckie;1415;ostrołęcki;1415032;gm.w Czerwin;Ostrołęcki;5054;1998;1916;39,533;37,9106
2;dolnośląskie;204;górowski;204032;gm.w Niechlów;Leszczyński;4801;1875;1820;39,0544;37,9088
20;podlaskie;2001;augustowski;2001043;gm.m-w. Lipsk;Suwalski;4980;1941;1887;38,9759;37,8916
18;podkarpackie;1810;łańcucki;1810042;gm.w Łańcut;Rzeszowski;22026;8604;8338;39,0629;37,8553
18;podkarpackie;1809;lubaczowski;1809063;gm.m-w. Oleszyce;Przemyski;6296;2501;2383;39,7236;37,8494
14;mazowieckie;1412;miński;1412102;gm.w Latowicz;Siedlecki;5379;2161;2035;40,1748;37,8323
28;warmińsko-mazurskie;2809;lidzbarski;2809042;gm.w Lubomino;Olsztyński;3566;1398;1349;39,2036;37,8295
32;zachodniopomorskie;3213;sławieński;3213062;gm.w Sławno;Słupski;8833;3474;3341;39,3298;37,8241
10;łódzkie;1013;rawski;1013032;gm.w Cielądz;Skierniewicki;3950;1561;1494;39,519;37,8228
24;śląskie;2407;lubliniecki;2407052;gm.w Kochanowice;Częstochowski;6959;2732;2632;39,2585;37,8215
20;podlaskie;2006;kolneński;2006011;Kolno;Łomżyński;10143;4014;3836;39,5741;37,8192
14;mazowieckie;1429;sokołowski;1429053;gm.m-w. Kosów Lacki;Siedlecki;5900;2393;2230;40,5593;37,7966
24;śląskie;2411;raciborski;2411082;gm.w Rudnik;Katowicki;5150;1987;1946;38,5825;37,7864
6;lubelskie;608;lubartowski;608022;gm.w Abramów;Lubelski;4029;1597;1522;39,6376;37,7761
12;małopolskie;1216;tarnowski;1216133;gm.m-w. Wojnicz;Tarnowski;13340;5205;5034;39,018;37,7361
6;lubelskie;610;łęczyński;610062;gm.w Spiczyn;Lubelski;5823;2264;2194;38,8803;37,6782
12;małopolskie;1202;brzeski;1202072;gm.w Szczurowa;Tarnowski;9407;3676;3544;39,0773;37,6741
16;opolskie;1603;kędzierzyńsko-kozielski;1603022;gm.w Bierawa;Opolski;7895;3065;2974;38,822;37,6694
14;mazowieckie;1422;przasnyski;1422062;gm.w Krzynowłoga Mała;Ostrołęcki;3417;1358;1287;39,7425;37,6646
20;podlaskie;2011;sokólski;2011022;gm.w Janów;Białostocki;4002;1569;1507;39,2054;37,6562
12;małopolskie;1202;brzeski;1202012;gm.w Borzęcin;Tarnowski;8267;3197;3108;38,6718;37,5953
26;świętokrzyskie;2604;kielecki;2604082;gm.w Łopuszno;Kielecki;8924;3548;3355;39,758;37,5952
20;podlaskie;2002;białostocki;2002103;gm.m-w. Suraż;Białostocki;1937;752;728;38,8229;37,5839
2;dolnośląskie;201;bolesławiecki;201043;gm.m-w. Nowogrodziec;Jeleniogórski;15229;5934;5720;38,9651;37,5599
26;świętokrzyskie;2606;opatowski;2606012;gm.w Baćkowice;Tarnobrzeski;4837;1887;1816;39,0118;37,5439
14;mazowieckie;1403;garwoliński;1403122;gm.w Trojanów;Siedlecki;7236;2828;2716;39,0824;37,5345
26;świętokrzyskie;2611;starachowicki;2611042;gm.w Pawłów;Kielecki;15187;5952;5698;39,1914;37,5189
18;podkarpackie;1816;rzeszowski;1816143;gm.m-w. Tyczyn;Rzeszowski;10662;4170;4000;39,1109;37,5164
20;podlaskie;2014;zambrowski;2014032;gm.w Rutki;Łomżyński;5427;2115;2036;38,9718;37,5161
14;mazowieckie;1423;przysuski;1423052;gm.w Potworów;Radomski;4194;1655;1573;39,4611;37,506
6;lubelskie;601;bialski;601192;gm.w Zalesie;Bialskopodlaski;4378;1700;1642;38,8305;37,5057
16;opolskie;1610;prudnicki;1610023;gm.m-w. Głogówek;Opolski;13138;5111;4927;38,9024;37,5019
14;mazowieckie;1428;sochaczewski;1428032;gm.w Iłów;Płocki;6118;2396;2294;39,1631;37,4959
22;pomorskie;2203;człuchowski;2203052;gm.w Koczała;Słupski;3327;1321;1247;39,7054;37,4812
20;podlaskie;2002;białostocki;2002063;gm.m-w. Łapy;Białostocki;21653;8506;8114;39,2832;37,4729
6;lubelskie;609;lubelski;609062;gm.w Jabłonna;Lubelski;8107;3146;3037;38,806;37,4615
18;podkarpackie;1809;lubaczowski;1809032;gm.w Horyniec-Zdrój;Przemyski;4576;1790;1714;39,1171;37,4563
18;podkarpackie;1804;jarosławski;1804062;gm.w Pawłosiów;Przemyski;8429;3306;3157;39,2217;37,454
18;podkarpackie;1814;przeworski;1814053;gm.m-w. Kańczuga;Przemyski;12285;4809;4600;39,1453;37,444
14;mazowieckie;1430;szydłowiecki;1430022;gm.w Jastrząb;Radomski;5158;2016;1931;39,0849;37,437
6;lubelskie;608;lubartowski;608082;gm.w Michów;Lubelski;5751;2262;2152;39,3323;37,4196
6;lubelskie;602;biłgorajski;602142;gm.w Turobin;Zamojski;5942;2304;2223;38,7748;37,4116
12;małopolskie;1209;myślenicki;1209022;gm.w Lubień;Nowosądecki;10080;3877;3770;38,4623;37,4008
6;lubelskie;608;lubartowski;608042;gm.w Jeziorzany;Lubelski;2722;1094;1018;40,191;37,399
30;wielkopolskie;3012;krotoszyński;3012052;gm.w Rozdrażew;Kaliski;5151;1993;1926;38,6915;37,3908
6;lubelskie;618;tomaszowski;618053;gm.m-w. Lubycza Królewska;Zamojski;6102;2350;2280;38,512;37,3648
30;wielkopolskie;3017;ostrowski;3017072;gm.w Sieroszewice;Kaliski;9660;3767;3609;38,9959;37,3602
16;opolskie;1611;strzelecki;1611033;gm.m-w. Kolonowskie;Opolski;5863;2227;2190;37,984;37,3529
22;pomorskie;2215;wejherowski;2215082;gm.w Łęczyce;Gdański;12102;4679;4520;38,663;37,3492
28;warmińsko-mazurskie;2810;mrągowski;2810032;gm.w Mrągowo;Olsztyński;8023;3130;2996;39,0128;37,3426
6;lubelskie;601;bialski;601072;gm.w Konstantynów;Bialskopodlaski;4060;1574;1516;38,7685;37,3399
20;podlaskie;2012;suwalski;2012022;gm.w Filipów;Suwalski;4212;1615;1572;38,3428;37,3219
12;małopolskie;1210;nowosądecki;1210062;gm.w Korzenna;Nowosądecki;14546;5660;5428;38,911;37,3161
6;lubelskie;618;tomaszowski;618132;gm.w Ulhówek;Zamojski;4455;1737;1662;38,9899;37,3064
14;mazowieckie;1426;siedlecki;1426062;gm.w Paprotnia;Siedlecki;2501;956;933;38,2247;37,3051
6;lubelskie;620;zamojski;620062;gm.w Miączyn;Zamojski;5667;2229;2114;39,333;37,3037
14;mazowieckie;1437;żuromiński;1437052;gm.w Siemiątkowo;Ciechanowski;3426;1333;1278;38,9083;37,303
6;lubelskie;603;chełmski;603142;gm.w Żmudź;Chełmski;3022;1159;1127;38,3521;37,2932
18;podkarpackie;1810;łańcucki;1810072;gm.w Żołynia;Rzeszowski;7037;2704;2622;38,4255;37,2602
6;lubelskie;607;kraśnicki;607032;gm.w Dzierzkowice;Lubelski;5236;2054;1950;39,2284;37,2422
6;lubelskie;614;puławski;614072;gm.w Markuszów;Lubelski;2943;1141;1096;38,77;37,2409
14;mazowieckie;1436;zwoleński;1436042;gm.w Tczów;Radomski;4874;1882;1815;38,613;37,2384
6;lubelskie;601;bialski;601122;gm.w Rokitno;Bialskopodlaski;2933;1115;1092;38,0157;37,2315
6;lubelskie;602;biłgorajski;602073;gm.m-w. Józefów;Zamojski;6706;2602;2494;38,8011;37,1906
6;lubelskie;603;chełmski;603062;gm.w Kamień;Chełmski;4162;1583;1547;38,0346;37,1696
26;świętokrzyskie;2605;konecki;2605043;gm.m-w. Radoszyce;Kielecki;8760;3434;3256;39,2009;37,1689
14;mazowieckie;1426;siedlecki;1426102;gm.w Suchożebry;Siedlecki;4652;1799;1729;38,6715;37,1668
28;warmińsko-mazurskie;2811;nidzicki;2811022;gm.w Janowo;Olsztyński;2633;1025;978;38,929;37,1439
12;małopolskie;1205;gorlicki;1205042;gm.w Gorlice;Nowosądecki;17271;6618;6413;38,3186;37,1316
18;podkarpackie;1820;tarnobrzeski;1820013;gm.m-w. Baranów Sandomierski;Tarnobrzeski;11770;4544;4370;38,6066;37,1283
6;lubelskie;619;włodawski;619052;gm.w Urszulin;Chełmski;4164;1592;1546;38,2325;37,1278
6;lubelskie;606;krasnostawski;606052;gm.w Krasnystaw;Chełmski;8460;3303;3138;39,0426;37,0922
16;opolskie;1611;strzelecki;1611073;gm.m-w. Zawadzkie;Opolski;11206;4239;4156;37,8279;37,0873
18;podkarpackie;1811;mielecki;1811052;gm.w Mielec;Rzeszowski;13445;5218;4986;38,81;37,0844
24;śląskie;2411;raciborski;2411072;gm.w Pietrowice Wielkie;Katowicki;6888;2651;2554;38,4872;37,079
14;mazowieckie;1425;radomski;1425122;gm.w Wolanów;Radomski;8894;3445;3296;38,734;37,0587
18;podkarpackie;1813;przemyski;1813102;gm.w Żurawica;Przemyski;12940;4955;4793;38,2921;37,0402
6;lubelskie;618;tomaszowski;618092;gm.w Tarnawatka;Zamojski;3885;1485;1439;38,2239;37,0399
20;podlaskie;2003;bielski;2003042;gm.w Boćki;Białostocki;4099;1565;1517;38,18;37,009
30;wielkopolskie;3031;złotowski;3031082;gm.w Złotów;Pilski;10005;3807;3697;38,051;36,9515
14;mazowieckie;1430;szydłowiecki;1430012;gm.w Chlewiska;Radomski;5865;2282;2167;38,9088;36,948
16;opolskie;1611;strzelecki;1611022;gm.w Jemielnica;Opolski;7224;2733;2668;37,8322;36,9324
14;mazowieckie;1410;łosicki;1410032;gm.w Olszanka;Bialskopodlaski;2914;1114;1076;38,2292;36,9252
12;małopolskie;1210;nowosądecki;1210022;gm.w Chełmiec;Nowosądecki;28959;11053;10692;38,1678;36,9212
12;małopolskie;1216;tarnowski;1216013;gm.m-w. Ciężkowice;Tarnowski;11237;4286;4148;38,1419;36,9138
6;lubelskie;602;biłgorajski;602053;gm.m-w. Frampol;Zamojski;6059;2299;2236;37,9436;36,9038
14;mazowieckie;1425;radomski;1425132;gm.w Zakrzew;Radomski;13308;5118;4908;38,4581;36,8801
20;podlaskie;2012;suwalski;2012062;gm.w Rutka-Tartak;Suwalski;2330;891;859;38,2403;36,867
26;świętokrzyskie;2606;opatowski;2606072;gm.w Tarłów;Tarnobrzeski;5067;1969;1868;38,8593;36,866
12;małopolskie;1205;gorlicki;1205033;gm.m-w. Bobowa;Nowosądecki;9805;3752;3612;38,2662;36,8383
10;łódzkie;1016;tomaszowski;1016032;gm.w Budziszewice;Piotrkowski;2161;842;796;38,9634;36,8348
14;mazowieckie;1426;siedlecki;1426042;gm.w Mokobody;Siedlecki;4922;1887;1813;38,3381;36,8346
14;mazowieckie;1419;płocki;1419112;gm.w Słubice;Płocki;4415;1690;1626;38,2786;36,829
6;lubelskie;620;zamojski;620102;gm.w Skierbieszów;Zamojski;5086;1958;1873;38,4978;36,8266
18;podkarpackie;1819;strzyżowski;1819012;gm.w Czudec;Rzeszowski;11777;4496;4337;38,1761;36,826
12;małopolskie;1216;tarnowski;1216153;gm.m-w. Żabno;Tarnowski;18862;7201;6945;38,1773;36,8201
6;lubelskie;620;zamojski;620092;gm.w Sitno;Zamojski;6719;2571;2473;38,2646;36,8061
20;podlaskie;2002;białostocki;2002143;gm.m-w. Zabłudów;Białostocki;9386;3550;3454;37,8223;36,7995
28;warmińsko-mazurskie;2813;olecki;2813052;gm.w Świętajno;Suwalski;3906;1500;1437;38,4025;36,7896
6;lubelskie;620;zamojski;620052;gm.w Łabunie;Zamojski;6190;2380;2276;38,4491;36,769
14;mazowieckie;1416;ostrowski;1416043;gm.m-w. Brok;Ostrołęcki;2780;1106;1022;39,7842;36,7626
16;opolskie;1603;kędzierzyńsko-kozielski;1603062;gm.w Reńska Wieś;Opolski;8299;3137;3048;37,7997;36,7273
20;podlaskie;2005;hajnowski;2005082;gm.w Narew;Białostocki;3417;1304;1254;38,1621;36,6989
6;lubelskie;603;chełmski;603122;gm.w Wierzbica;Chełmski;5000;1902;1834;38,04;36,68
16;opolskie;1608;oleski;1608033;gm.m-w. Olesno;Częstochowski;17640;6635;6470;37,6134;36,678
6;lubelskie;618;tomaszowski;618082;gm.w Susiec;Zamojski;7384;2831;2707;38,3397;36,6603
14;mazowieckie;1410;łosicki;1410012;gm.w Huszlew;Bialskopodlaski;2780;1073;1019;38,5971;36,6547
20;podlaskie;2005;hajnowski;2005032;gm.w Czeremcha;Białostocki;3064;1176;1123;38,3812;36,6514
10;łódzkie;1001;bełchatowski;1001042;gm.w Kleszczów;Piotrkowski;6418;2425;2352;37,7844;36,6469
14;mazowieckie;1425;radomski;1425052;gm.w Jedlińsk;Radomski;14623;5533;5354;37,8377;36,6136
20;podlaskie;2011;sokólski;2011062;gm.w Nowy Dwór;Białostocki;2573;985;942;38,2822;36,611
6;lubelskie;607;kraśnicki;607083;gm.m-w. Urzędów;Lubelski;8453;3189;3094;37,7263;36,6024
20;podlaskie;2011;sokólski;2011032;gm.w Korycin;Białostocki;3172;1192;1161;37,5788;36,6015
22;pomorskie;2201;bytowski;2201052;gm.w Lipnica;Słupski;5202;1980;1904;38,0623;36,6013
14;mazowieckie;1407;kozienicki;1407022;gm.w Głowaczów;Radomski;7060;2697;2584;38,2011;36,6006
6;lubelskie;620;zamojski;620133;gm.m-w. Szczebrzeszyn;Zamojski;11083;4219;4052;38,0673;36,5605
18;podkarpackie;1807;krośnieński;1807083;gm.m-w. Rymanów;Krośnieński;15877;5946;5802;37,4504;36,5434
18;podkarpackie;1820;tarnobrzeski;1820022;gm.w Gorzyce;Tarnobrzeski;13050;4927;4764;37,7548;36,5057
20;podlaskie;2010;siemiatycki;2010023;gm.m-w. Drohiczyn;Białostocki;6146;2313;2242;37,6342;36,479
26;świętokrzyskie;2605;konecki;2605072;gm.w Smyków;Kielecki;3768;1453;1374;38,5616;36,465
6;lubelskie;618;tomaszowski;618042;gm.w Krynice;Zamojski;3204;1218;1167;38,015;36,4232
6;lubelskie;609;lubelski;609152;gm.w Wysokie;Zamojski;4353;1645;1585;37,79;36,4117
6;lubelskie;603;chełmski;603153;gm.m-w. Rejowiec;Chełmski;6295;2388;2292;37,9349;36,4098
16;opolskie;1608;oleski;1608023;gm.m-w. Gorzów Śląski;Częstochowski;7108;2693;2588;37,8869;36,4097
28;warmińsko-mazurskie;2816;piski;2816013;gm.m-w. Biała Piska;Suwalski;11534;4432;4199;38,4255;36,4054
16;opolskie;1603;kędzierzyńsko-kozielski;1603042;gm.w Pawłowiczki;Opolski;7277;2720;2647;37,378;36,3749
2;dolnośląskie;204;górowski;204022;gm.w Jemielno;Leszczyński;2967;1113;1079;37,5126;36,3667
30;wielkopolskie;3007;kaliski;3007102;gm.w Szczytniki;Kaliski;7797;2949;2835;37,8222;36,3601
14;mazowieckie;1425;radomski;1425103;gm.m-w. Skaryszew;Radomski;14821;5621;5385;37,9259;36,3336
14;mazowieckie;1425;radomski;1425042;gm.w Jastrzębia;Radomski;7016;2651;2546;37,7851;36,2885
12;małopolskie;1210;nowosądecki;1210152;gm.w Rytro;Nowosądecki;3752;1389;1361;37,0203;36,274
10;łódzkie;1014;sieradzki;1014032;gm.w Brąszewice;Sieradzki;4466;1677;1619;37,5504;36,2517
18;podkarpackie;1813;przemyski;1813082;gm.w Przemyśl;Przemyski;10709;4001;3882;37,3611;36,2499
18;podkarpackie;1811;mielecki;1811022;gm.w Borowa;Rzeszowski;5490;2091;1987;38,0874;36,1931
30;wielkopolskie;3013;leszczyński;3013062;gm.w Wijewo;Leszczyński;3863;1439;1398;37,2508;36,1895
6;lubelskie;618;tomaszowski;618072;gm.w Rachanie;Zamojski;5000;1849;1809;36,98;36,18
20;podlaskie;2012;suwalski;2012092;gm.w Wiżajny;Suwalski;2311;868;836;37,5595;36,1748
12;małopolskie;1210;nowosądecki;1210163;gm.m-w. Stary Sącz;Nowosądecki;23793;8853;8605;37,2084;36,1661
20;podlaskie;2009;sejneński;2009032;gm.w Krasnopol;Suwalski;3756;1419;1356;37,7796;36,1022
14;mazowieckie;1430;szydłowiecki;1430042;gm.w Orońsko;Radomski;5953;2258;2149;37,9305;36,0994
12;małopolskie;1202;brzeski;1202062;gm.w Iwkowa;Tarnowski;6512;2461;2350;37,7918;36,0872
6;lubelskie;615;radzyński;615082;gm.w Wohyń;Bialskopodlaski;6501;2439;2346;37,5173;36,0868
6;lubelskie;606;krasnostawski;606102;gm.w Siennica Różana;Chełmski;4118;1566;1485;38,0282;36,0612
2;dolnośląskie;225;zgorzelecki;225043;gm.m-w. Pieńsk;Jeleniogórski;9025;3507;3254;38,8587;36,0554
14;mazowieckie;1425;radomski;1425072;gm.w Kowala;Radomski;12273;4611;4424;37,5703;36,0466
12;małopolskie;1201;bocheński;1201092;gm.w Żegocina;Tarnowski;5582;2072;2012;37,1193;36,0444
6;lubelskie;610;łęczyński;610042;gm.w Milejów;Lubelski;9029;3389;3253;37,5346;36,0284
6;lubelskie;607;kraśnicki;607042;gm.w Gościeradów;Tarnobrzeski;7153;2721;2573;38,04;35,9709
6;lubelskie;601;bialski;601032;gm.w Biała Podlaska;Bialskopodlaski;14542;5394;5229;37,0926;35,9579
6;lubelskie;612;opolski;612012;gm.w Chodel;Lubelski;6536;2450;2350;37,4847;35,9547
6;lubelskie;620;zamojski;620122;gm.w Sułów;Zamojski;4401;1658;1580;37,6733;35,9009
10;łódzkie;1014;sieradzki;1014062;gm.w Goszczanów;Sieradzki;5419;2017;1945;37,2209;35,8922
6;lubelskie;611;łukowski;611032;gm.w Adamów;Siedlecki;5511;2071;1978;37,5794;35,8919
6;lubelskie;607;kraśnicki;607092;gm.w Wilkołaz;Lubelski;5510;2033;1977;36,8966;35,8802
20;podlaskie;2008;moniecki;2008013;gm.m-w. Goniądz;Łomżyński;4897;1804;1756;36,8389;35,8587
14;mazowieckie;1422;przasnyski;1422023;gm.m-w. Chorzele;Ostrołęcki;10075;3820;3612;37,9156;35,8511
6;lubelskie;618;tomaszowski;618112;gm.w Tomaszów Lubelski;Zamojski;11292;4229;4047;37,4513;35,8395
24;śląskie;2405;gliwicki;2405082;gm.w Wielowieś;Katowicki;5821;2194;2086;37,6911;35,8358
20;podlaskie;2010;siemiatycki;2010052;gm.w Mielnik;Białostocki;2298;853;823;37,1192;35,8138
12;małopolskie;1216;tarnowski;1216053;gm.m-w. Radłów;Tarnowski;9604;3579;3439;37,2657;35,808
6;lubelskie;603;chełmski;603092;gm.w Ruda-Huta;Chełmski;4474;1657;1602;37,0362;35,8069
6;lubelskie;603;chełmski;603113;gm.m-w. Siedliszcze;Chełmski;6768;2517;2420;37,1897;35,7565
14;mazowieckie;1410;łosicki;1410062;gm.w Stara Kornica;Bialskopodlaski;4696;1762;1679;37,5213;35,7538
14;mazowieckie;1409;lipski;1409012;gm.w Chotcza;Radomski;2333;873;834;37,4196;35,748
14;mazowieckie;1436;zwoleński;1436012;gm.w Kazanów;Radomski;4475;1665;1598;37,2067;35,7095
6;lubelskie;607;kraśnicki;607072;gm.w Trzydnik Duży;Tarnobrzeski;6390;2377;2281;37,1987;35,6964
18;podkarpackie;1814;przeworski;1814022;gm.w Adamówka;Przemyski;4025;1526;1436;37,913;35,677
16;opolskie;1605;krapkowicki;1605032;gm.w Strzeleczki;Opolski;7341;2685;2619;36,5754;35,6763
12;małopolskie;1207;limanowski;1207042;gm.w Jodłownik;Nowosądecki;8717;3211;3109;36,8361;35,6659
20;podlaskie;2003;bielski;2003072;gm.w Rudka;Białostocki;1851;697;660;37,6553;35,6564
12;małopolskie;1207;limanowski;1207122;gm.w Tymbark;Nowosądecki;6608;2456;2356;37,1671;35,6538
14;mazowieckie;1425;radomski;1425082;gm.w Pionki;Radomski;9932;3705;3540;37,3037;35,6424
14;mazowieckie;1434;wołomiński;1434082;gm.w Poświętne;Siedlecki;6239;2326;2223;37,2816;35,6307
18;podkarpackie;1811;mielecki;1811062;gm.w Padew Narodowa;Tarnobrzeski;5358;1990;1907;37,1407;35,5916
14;mazowieckie;1433;węgrowski;1433022;gm.w Grębków;Siedlecki;4401;1647;1566;37,4233;35,5828
18;podkarpackie;1816;rzeszowski;1816102;gm.w Lubenia;Rzeszowski;6432;2360;2288;36,6915;35,5721
26;świętokrzyskie;2604;kielecki;2604112;gm.w Mniów;Kielecki;9341;3461;3315;37,0517;35,4887
22;pomorskie;2207;kwidzyński;2207022;gm.w Gardeja;Elbląski;8387;3155;2976;37,6177;35,4835
18;podkarpackie;1804;jarosławski;1804042;gm.w Jarosław;Przemyski;13228;4899;4691;37,0351;35,4627
12;małopolskie;1204;dąbrowski;1204073;gm.m-w. Szczucin;Tarnowski;13103;4826;4646;36,8313;35,4575
28;warmińsko-mazurskie;2810;mrągowski;2810052;gm.w Sorkwity;Olsztyński;4480;1731;1587;38,6384;35,4241
18;podkarpackie;1813;przemyski;1813062;gm.w Medyka;Przemyski;6559;2415;2322;36,8196;35,4017
12;małopolskie;1210;nowosądecki;1210092;gm.w Łącko;Nowosądecki;16579;6127;5866;36,9564;35,3821
20;podlaskie;2009;sejneński;2009052;gm.w Sejny;Suwalski;3933;1441;1391;36,6387;35,3674
18;podkarpackie;1805;jasielski;1805092;gm.w Skołyszyn;Krośnieński;12518;4553;4427;36,3716;35,3651
22;pomorskie;2213;starogardzki;2213132;gm.w Zblewo;Gdański;11959;4382;4227;36,6419;35,3458
6;lubelskie;616;rycki;616022;gm.w Kłoczew;Siedlecki;7125;2593;2512;36,393;35,2561
22;pomorskie;2212;słupski;2212042;gm.w Główczyce;Słupski;8880;3247;3125;36,5653;35,1914
18;podkarpackie;1816;rzeszowski;1816052;gm.w Dynów;Przemyski;6836;2469;2405;36,1176;35,1814
28;warmińsko-mazurskie;2805;ełcki;2805032;gm.w Kalinowo;Suwalski;6670;2428;2346;36,4018;35,1724
6;lubelskie;603;chełmski;603032;gm.w Chełm;Chełmski;15099;5500;5308;36,4263;35,1546
6;lubelskie;602;biłgorajski;602112;gm.w Potok Górny;Zamojski;5314;1919;1868;36,1122;35,1524
10;łódzkie;1001;bełchatowski;1001052;gm.w Kluki;Piotrkowski;4418;1604;1551;36,306;35,1064
18;podkarpackie;1802;brzozowski;1802013;gm.m-w. Brzozów;Krośnieński;26553;9627;9318;36,2558;35,0921
12;małopolskie;1216;tarnowski;1216162;gm.w Szerzyny;Tarnowski;7888;2848;2768;36,1055;35,0913
12;małopolskie;1210;nowosądecki;1210032;gm.w Gródek nad Dunajcem;Nowosądecki;9243;3364;3241;36,3951;35,0644
12;małopolskie;1210;nowosądecki;1210042;gm.w Grybów;Nowosądecki;25618;9276;8982;36,2089;35,0613
22;pomorskie;2215;wejherowski;2215062;gm.w Linia;Gdański;6459;2345;2264;36,3059;35,0519
18;podkarpackie;1813;przemyski;1813072;gm.w Orły;Przemyski;8873;3276;3110;36,921;35,0502
12;małopolskie;1210;nowosądecki;1210052;gm.w Kamionka Wielka;Nowosądecki;10485;3810;3675;36,3376;35,0501
20;podlaskie;2001;augustowski;2001052;gm.w Nowinka;Suwalski;2942;1065;1030;36,1999;35,0102
6;lubelskie;607;kraśnicki;607062;gm.w Szastarka;Tarnobrzeski;5733;2071;2007;36,1242;35,0078
6;lubelskie;609;lubelski;609022;gm.w Borzechów;Lubelski;3777;1373;1322;36,3516;35,0013
18;podkarpackie;1820;tarnobrzeski;1820043;gm.m-w. Nowa Dęba;Tarnobrzeski;17890;6440;6258;35,9978;34,9804
20;podlaskie;2008;moniecki;2008043;gm.m-w. Knyszyn;Białostocki;4713;1698;1648;36,028;34,9671
18;podkarpackie;1813;przemyski;1813032;gm.w Fredropol;Przemyski;5393;1983;1885;36,7699;34,9527
18;podkarpackie;1804;jarosławski;1804032;gm.w Chłopice;Przemyski;5524;2029;1930;36,7306;34,9385
6;lubelskie;605;janowski;605012;gm.w Batorz;Tarnobrzeski;3227;1189;1127;36,8454;34,9241
6;lubelskie;613;parczewski;613012;gm.w Dębowa Kłoda;Bialskopodlaski;3880;1402;1353;36,134;34,8711
20;podlaskie;2012;suwalski;2012032;gm.w Jeleniewo;Suwalski;3156;1132;1100;35,8682;34,8542
18;podkarpackie;1813;przemyski;1813023;gm.m-w. Dubiecko;Przemyski;9139;3284;3185;35,9339;34,8506
20;podlaskie;2012;suwalski;2012052;gm.w Raczki;Suwalski;5860;2153;2040;36,7406;34,8123
12;małopolskie;1211;nowotarski;1211082;gm.w Łapsze Niżne;Nowosądecki;9355;3322;3253;35,5104;34,7728
12;małopolskie;1207;limanowski;1207032;gm.w Dobra;Nowosądecki;10037;3615;3489;36,0167;34,7614
18;podkarpackie;1805;jasielski;1805042;gm.w Jasło;Krośnieński;16227;5783;5637;35,6381;34,7384
16;opolskie;1603;kędzierzyńsko-kozielski;1603032;gm.w Cisek;Opolski;5553;1976;1929;35,5844;34,738
6;lubelskie;601;bialski;601172;gm.w Tuczna;Bialskopodlaski;2958;1047;1027;35,3955;34,7194
18;podkarpackie;1807;krośnieński;1807072;gm.w Miejsce Piastowe;Krośnieński;13705;4942;4758;36,0598;34,7173
