wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
8;lubuskie;801;gorzowski;801032;gm.w Deszczno;Gorzowski;10140;5031;4835;49,6154;47,6824
24;śląskie;2403;cieszyński;2403082;gm.w Hażlach;Bielski;10919;5360;5205;49,0887;47,6692
30;wielkopolskie;3006;jarociński;3006013;gm.m-w. Jaraczewo;Kaliski;8021;3940;3823;49,1211;47,6624
2;dolnośląskie;208;kłodzki;208011;Duszniki-Zdrój;Wałbrzyski;4422;2187;2107;49,4573;47,6481
28;warmińsko-mazurskie;2806;giżycki;2806083;gm.m-w. Ryn;Suwalski;5640;2801;2687;49,6631;47,6418
32;zachodniopomorskie;3208;kołobrzeski;3208062;gm.w Siemyśl;Koszaliński;3875;1899;1846;49,0065;47,6387
10;łódzkie;1005;łowicki;1005022;gm.w Bielawy;Skierniewicki;5267;2625;2509;49,8386;47,6362
32;zachodniopomorskie;3216;świdwiński;3216033;gm.m-w. Połczyn-Zdrój;Koszaliński;14998;7420;7142;49,4733;47,6197
4;kujawsko-pomorskie;416;tucholski;416052;gm.w Śliwice;Bydgoski;5595;2746;2664;49,0795;47,6139
30;wielkopolskie;3023;słupecki;3023032;gm.w Orchowo;Koniński;3800;1897;1809;49,9211;47,6053
2;dolnośląskie;203;głogowski;203062;gm.w Żukowice;Legnicki;3469;1704;1651;49,1208;47,593
30;wielkopolskie;3031;złotowski;3031053;gm.m-w. Okonek;Pilski;8441;4130;4016;48,9279;47,5773
10;łódzkie;1012;radomszczański;1012053;gm.m-w. Kamieńsk;Piotrkowski;5839;2847;2778;48,7583;47,5766
14;mazowieckie;1437;żuromiński;1437033;gm.m-w. Lubowidz;Ciechanowski;6796;3364;3232;49,4997;47,5574
4;kujawsko-pomorskie;406;grudziądzki;406033;gm.m-w. Łasin;Toruński;7778;3822;3698;49,1386;47,5444
14;mazowieckie;1403;garwoliński;1403132;gm.w Wilga;Siedlecki;5261;2586;2501;49,1542;47,5385
4;kujawsko-pomorskie;412;rypiński;412032;gm.w Rogowo;Włocławski;4770;2336;2267;48,9727;47,5262
8;lubuskie;807;sulęciński;807023;gm.m-w. Lubniewice;Gorzowski;3148;1538;1496;48,8564;47,5222
2;dolnośląskie;220;trzebnicki;220063;gm.m-w. Żmigród;Wrocławski;14608;7140;6941;48,8773;47,5151
16;opolskie;1607;nyski;1607082;gm.w Pakosławice;Opolski;3496;1703;1661;48,7128;47,5114
20;podlaskie;2061;Białystok;2061011;Białystok;;296958;145851;141077;49,115;47,5074
14;mazowieckie;1419;płocki;1419063;gm.m-w. Gąbin;Płocki;10969;5461;5211;49,7858;47,5066
14;mazowieckie;1406;grójecki;1406092;gm.w Pniewy;Radomski;4788;2366;2274;49,4152;47,4937
28;warmińsko-mazurskie;2810;mrągowski;2810011;Mrągowo;Olsztyński;21302;10569;10113;49,6151;47,4744
14;mazowieckie;1423;przysuski;1423072;gm.w Rusinów;Radomski;4232;2090;2009;49,3856;47,4716
28;warmińsko-mazurskie;2814;olsztyński;2814052;gm.w Gietrzwałd;Olsztyński;6743;3317;3201;49,1918;47,4715
14;mazowieckie;1419;płocki;1419153;gm.m-w. Wyszogród;Płocki;5532;2697;2626;48,7527;47,4693
8;lubuskie;805;słubicki;805033;gm.m-w. Ośno Lubuskie;Gorzowski;6358;3122;3018;49,1035;47,4678
10;łódzkie;1006;łódzki wschodni;1006032;gm.w Brójce;Łódzki;6761;3326;3209;49,1939;47,4634
26;świętokrzyskie;2612;staszowski;2612033;gm.m-w. Oleśnica;Kielecki;3843;1913;1824;49,7788;47,4629
18;podkarpackie;1863;Rzeszów;1863011;Rzeszów;;196638;96244;93317;48,9448;47,4562
30;wielkopolskie;3023;słupecki;3023062;gm.w Słupca;Koniński;9313;4587;4418;49,2537;47,4391
16;opolskie;1608;oleski;1608043;gm.m-w. Praszka;Częstochowski;13374;6570;6344;49,1252;47,4353
10;łódzkie;1002;kutnowski;1002062;gm.w Kutno;Płocki;8753;4284;4151;48,9432;47,4237
2;dolnośląskie;206;karkonoski;206041;Szklarska Poręba;Jeleniogórski;6653;3285;3155;49,3762;47,4222
8;lubuskie;804;nowosolski;804023;gm.m-w. Bytom Odrzański;Zielonogórski;5376;2637;2549;49,0513;47,4144
10;łódzkie;1007;opoczyński;1007062;gm.w Poświętne;Piotrkowski;3101;1516;1470;48,8875;47,4041
24;śląskie;2413;tarnogórski;2413052;gm.w Krupski Młyn;Katowicki;3177;1539;1506;48,4419;47,4032
14;mazowieckie;1425;radomski;1425011;Pionki;Radomski;17902;8747;8486;48,8605;47,4025
32;zachodniopomorskie;3206;gryfiński;3206033;gm.m-w. Chojna;Szczeciński;13616;6666;6452;48,9571;47,3854
2;dolnośląskie;212;lwówecki;212033;gm.m-w. Lwówek Śląski;Jeleniogórski;17186;8412;8143;48,9468;47,3816
12;małopolskie;1215;suski;1215082;gm.w Zawoja;Bielski;9039;4453;4282;49,2643;47,3725
16;opolskie;1604;kluczborski;1604023;gm.m-w. Kluczbork;;35724;17529;16923;49,0679;47,3715
14;mazowieckie;1419;płocki;1419042;gm.w Bulkowo;Płocki;5472;2684;2592;49,0497;47,3684
14;mazowieckie;1424;pułtuski;1424022;gm.w Obryte;Ostrołęcki;4782;2391;2265;50;47,3651
32;zachodniopomorskie;3203;drawski;3203033;gm.m-w. Kalisz Pomorski;Koszaliński;7330;3611;3471;49,2633;47,3533
22;pomorskie;2204;gdański;2204022;gm.w Cedry Wielkie;Gdański;6986;3416;3308;48,8978;47,3518
8;lubuskie;806;strzelecko-drezdenecki;806032;gm.w Stare Kurowo;Gorzowski;4034;1971;1910;48,8597;47,3475
32;zachodniopomorskie;3209;koszaliński;3209033;gm.m-w. Bobolice;Koszaliński;8857;4323;4192;48,8089;47,3298
32;zachodniopomorskie;3201;białogardzki;3201011;Białogard;Koszaliński;23950;11715;11335;48,9144;47,3278
24;śląskie;2404;częstochowski;2404102;gm.w Mstów;Częstochowski;10846;5283;5131;48,7092;47,3078
26;świętokrzyskie;2612;staszowski;2612012;gm.w Bogoria;Tarnobrzeski;7641;3726;3614;48,7633;47,2975
32;zachodniopomorskie;3216;świdwiński;3216022;gm.w Brzeżno;Koszaliński;2781;1370;1315;49,2629;47,2851
24;śląskie;2404;częstochowski;2404052;gm.w Kłomnice;Częstochowski;13422;6532;6346;48,6664;47,2806
10;łódzkie;1009;pajęczański;1009013;gm.m-w. Działoszyn;Sieradzki;12346;5982;5837;48,4529;47,2785
4;kujawsko-pomorskie;405;golubsko-dobrzyński;405052;gm.w Radomin;Toruński;3801;1853;1797;48,7503;47,277
22;pomorskie;2207;kwidzyński;2207011;Kwidzyn;;38329;18707;18116;48,8064;47,2645
10;łódzkie;1017;wieluński;1017022;gm.w Czarnożyły;Sieradzki;4489;2190;2121;48,7859;47,2488
8;lubuskie;809;zielonogórski;809043;gm.m-w. Kargowa;Zielonogórski;5815;2848;2747;48,9768;47,2399
30;wielkopolskie;3009;kolski;3009032;gm.w Chodów;Koniński;2985;1454;1410;48,7102;47,2362
10;łódzkie;1012;radomszczański;1012072;gm.w Kodrąb;Piotrkowski;4486;2180;2119;48,5956;47,2358
32;zachodniopomorskie;3214;stargardzki;3214113;gm.m-w. Suchań;Szczeciński;4256;2075;2010;48,7547;47,2274
14;mazowieckie;1411;makowski;1411102;gm.w Szelków;Ostrołęcki;3634;1802;1716;49,5872;47,2207
10;łódzkie;1017;wieluński;1017062;gm.w Ostrówek;Sieradzki;4473;2178;2112;48,6922;47,2166
10;łódzkie;1015;skierniewicki;1015052;gm.w Lipce Reymontowskie;Skierniewicki;3279;1596;1548;48,6734;47,2095
14;mazowieckie;1405;grodziski;1405032;gm.w Baranów;Skierniewicki;5371;2619;2535;48,7619;47,1979
8;lubuskie;805;słubicki;805022;gm.w Górzyca;Gorzowski;4289;2098;2024;48,9158;47,1905
10;łódzkie;1021;brzeziński;1021032;gm.w Dmosin;Skierniewicki;4446;2207;2098;49,6401;47,1885
14;mazowieckie;1413;mławski;1413042;gm.w Radzanów;Ciechanowski;3262;1625;1539;49,8161;47,1796
24;śląskie;2415;wodzisławski;2415041;Wodzisław Śląski;;47576;23016;22438;48,3773;47,1624
10;łódzkie;1004;łęczycki;1004063;gm.m-w. Piątek;Płocki;5892;2965;2778;50,3225;47,1487
30;wielkopolskie;3019;pilski;3019083;gm.m-w. Wyrzysk;Pilski;13835;6730;6523;48,6447;47,1485
8;lubuskie;810;żagański;810032;gm.w Brzeźnica;Zielonogórski;3721;1806;1754;48,5353;47,1379
14;mazowieckie;1407;kozienicki;1407053;gm.m-w. Kozienice;Radomski;29187;14184;13755;48,597;47,1271
10;łódzkie;1018;wieruszowski;1018062;gm.w Sokolniki;Kaliski;5055;2473;2382;48,9219;47,1217
8;lubuskie;811;żarski;811072;gm.w Przewóz;Zielonogórski;3107;1525;1464;49,0827;47,1194
30;wielkopolskie;3001;chodzieski;3001032;gm.w Chodzież;Pilski;6136;3006;2890;48,9896;47,0991
14;mazowieckie;1438;żyrardowski;1438042;gm.w Radziejowice;Skierniewicki;5854;2877;2757;49,1459;47,096
4;kujawsko-pomorskie;419;żniński;419033;gm.m-w. Janowiec Wielkopolski;Bydgoski;8883;4291;4181;48,3058;47,0674
12;małopolskie;1214;proszowicki;1214033;gm.m-w. Nowe Brzesko;Krakowski;5676;2769;2671;48,7844;47,0578
2;dolnośląskie;219;świdnicki;219052;gm.w Marcinowice;Wałbrzyski;6522;3145;3069;48,2214;47,0561
10;łódzkie;1003;łaski;1003052;gm.w Wodzierady;Sieradzki;3496;1688;1645;48,2838;47,0538
30;wielkopolskie;3003;gnieźnieński;3003023;gm.m-w. Czerniejewo;Poznański;7388;3628;3476;49,1067;47,0493
24;śląskie;2476;Świętochłowice;2476011;Świętochłowice;;49108;23889;23103;48,6458;47,0453
32;zachodniopomorskie;3213;sławieński;3213052;gm.w Postomino;Słupski;6847;3337;3221;48,7367;47,0425
22;pomorskie;2216;sztumski;2216013;gm.m-w. Dzierzgoń;Elbląski;9210;4511;4332;48,9794;47,0358
4;kujawsko-pomorskie;418;włocławski;418043;gm.m-w. Brześć Kujawski;Włocławski;11352;5503;5339;48,476;47,0314
14;mazowieckie;1420;płoński;1420062;gm.w Joniec;Ciechanowski;2650;1308;1246;49,3585;47,0189
4;kujawsko-pomorskie;406;grudziądzki;406022;gm.w Gruta;Toruński;6437;3152;3026;48,9669;47,0095
10;łódzkie;1017;wieluński;1017052;gm.w Osjaków;Sieradzki;4740;2292;2228;48,3544;47,0042
22;pomorskie;2210;nowodworski;2210042;gm.w Stegna;Elbląski;9713;4737;4565;48,7697;46,9989
24;śląskie;2415;wodzisławski;2415052;gm.w Godów;Katowicki;13845;6717;6507;48,5157;46,9989
24;śląskie;2406;kłobucki;2406062;gm.w Panki;Częstochowski;5035;2442;2366;48,5005;46,9911
14;mazowieckie;1407;kozienicki;1407062;gm.w Magnuszew;Radomski;6706;3291;3151;49,0755;46,9878
26;świętokrzyskie;2605;konecki;2605052;gm.w Ruda Maleniecka;Kielecki;3052;1506;1434;49,3447;46,9856
6;lubelskie;614;puławski;614112;gm.w Żyrzyn;Lubelski;6411;3138;3012;48,9471;46,9818
28;warmińsko-mazurskie;2808;kętrzyński;2808062;gm.w Srokowo;Olsztyński;3723;1788;1749;48,0258;46,9782
8;lubuskie;810;żagański;810053;gm.m-w. Małomice;Zielonogórski;5165;2544;2426;49,2546;46,97
2;dolnośląskie;206;karkonoski;206082;gm.w Podgórzyn;Jeleniogórski;8285;4024;3891;48,5697;46,9644
10;łódzkie;1002;kutnowski;1002092;gm.w Oporów;Płocki;2487;1224;1168;49,2159;46,9642
24;śląskie;2413;tarnogórski;2413092;gm.w Zbrosławice;Katowicki;16385;7897;7691;48,1965;46,9393
28;warmińsko-mazurskie;2814;olsztyński;2814023;gm.m-w. Biskupiec;Olsztyński;18913;9271;8877;49,0192;46,936
24;śląskie;2406;kłobucki;2406082;gm.w Przystajń;Częstochowski;5849;2821;2744;48,2305;46,914
22;pomorskie;2210;nowodworski;2210032;gm.w Ostaszewo;Elbląski;3206;1574;1504;49,0954;46,912
4;kujawsko-pomorskie;414;świecki;414102;gm.w Świekatowo;Bydgoski;3640;1756;1707;48,2418;46,8956
6;lubelskie;609;lubelski;609072;gm.w Jastków;Lubelski;14351;6949;6729;48,4217;46,8887
8;lubuskie;810;żagański;810092;gm.w Żagań;Zielonogórski;7317;3526;3430;48,1891;46,8771
14;mazowieckie;1433;węgrowski;1433092;gm.w Wierzbno;Siedlecki;2718;1351;1274;49,7057;46,8727
2;dolnośląskie;218;średzki;218012;gm.w Kostomłoty;Wrocławski;7109;3425;3332;48,1784;46,8702
4;kujawsko-pomorskie;414;świecki;414012;gm.w Bukowiec;Bydgoski;5130;2486;2404;48,46;46,8616
4;kujawsko-pomorskie;412;rypiński;412022;gm.w Brzuze;Włocławski;5284;2549;2476;48,24;46,8584
4;kujawsko-pomorskie;409;mogileński;409043;gm.m-w. Strzelno;Bydgoski;11524;5666;5399;49,167;46,8501
2;dolnośląskie;226;złotoryjski;226062;gm.w Złotoryja;Legnicki;6994;3369;3276;48,1699;46,8401
12;małopolskie;1218;wadowicki;1218022;gm.w Brzeźnica;Bielski;10521;5171;4928;49,1493;46,8397
14;mazowieckie;1435;wyszkowski;1435053;gm.m-w. Wyszków;;39708;19277;18593;48,5469;46,8243
30;wielkopolskie;3010;koniński;3010103;gm.m-w. Sompolno;Koniński;10299;5038;4820;48,9174;46,8007
2;dolnośląskie;206;karkonoski;206092;gm.w Stara Kamienica;Jeleniogórski;5250;2566;2457;48,8762;46,8
22;pomorskie;2211;pucki;2211062;gm.w Krokowa;Gdański;10810;5238;5059;48,4551;46,7993
2;dolnośląskie;211;lubiński;211022;gm.w Lubin;Legnicki;16521;7960;7731;48,1811;46,795
16;opolskie;1605;krapkowicki;1605023;gm.m-w. Krapkowice;Opolski;22337;10694;10452;47,8757;46,7923
4;kujawsko-pomorskie;410;nakielski;410013;gm.m-w. Kcynia;Bydgoski;13204;6402;6178;48,4853;46,7889
24;śląskie;2416;zawierciański;2416102;gm.w Żarnowiec;Katowicki;4546;2227;2127;48,9881;46,7884
4;kujawsko-pomorskie;410;nakielski;410042;gm.w Sadki;Bydgoski;7253;3503;3393;48,2973;46,7806
24;śląskie;2415;wodzisławski;2415031;Rydułtowy;Katowicki;21385;10245;10001;47,9074;46,7664
22;pomorskie;2205;kartuski;2205023;gm.m-w. Kartuzy;;34037;16433;15916;48,2798;46,7609
24;śląskie;2467;Jastrzębie-Zdrój;2467011;Jastrzębie-Zdrój;;88038;42286;41162;48,0315;46,7548
26;świętokrzyskie;2603;kazimierski;2603043;gm.m-w. Opatowiec;Kielecki;3230;1574;1510;48,7307;46,7492
22;pomorskie;2216;sztumski;2216022;gm.w Mikołajki Pomorskie;Elbląski;3613;1770;1689;48,9898;46,7479
32;zachodniopomorskie;3215;szczecinecki;3215052;gm.w Grzmiąca;Koszaliński;4638;2269;2168;48,9219;46,7443
28;warmińsko-mazurskie;2806;giżycki;2806052;gm.w Kruklanki;Suwalski;3115;1506;1456;48,3467;46,7416
14;mazowieckie;1429;sokołowski;1429092;gm.w Sterdyń;Siedlecki;3819;1863;1784;48,7824;46,7138
10;łódzkie;1016;tomaszowski;1016052;gm.w Inowłódz;Piotrkowski;3819;1840;1783;48,1802;46,6876
30;wielkopolskie;3013;leszczyński;3013033;gm.m-w. Osieczna;Leszczyński;9314;4487;4348;48,1748;46,6824
8;lubuskie;811;żarski;811063;gm.m-w. Lubsko;Zielonogórski;18254;8759;8521;47,984;46,6802
24;śląskie;2404;częstochowski;2404112;gm.w Mykanów;Częstochowski;15164;7357;7078;48,5162;46,6763
24;śląskie;2410;pszczyński;2410062;gm.w Suszec;Katowicki;12469;6036;5820;48,4081;46,6758
10;łódzkie;1002;kutnowski;1002082;gm.w Nowe Ostrowy;Płocki;3398;1638;1586;48,2048;46,6745
6;lubelskie;606;krasnostawski;606011;Krasnystaw;Chełmski;18383;8973;8580;48,8114;46,6736
14;mazowieckie;1414;nowodworski;1414032;gm.w Leoncin;Warszawski;5588;2726;2608;48,7831;46,6714
32;zachodniopomorskie;3210;myśliborski;3210043;gm.m-w. Myślibórz;Gorzowski;19567;9433;9131;48,2087;46,6653
4;kujawsko-pomorskie;418;włocławski;418052;gm.w Choceń;Włocławski;7910;3844;3691;48,5967;46,6625
4;kujawsko-pomorskie;402;brodnicki;402053;gm.m-w. Górzno;Toruński;3931;1908;1834;48,5373;46,6548
14;mazowieckie;1461;Ostrołęka;1461011;Ostrołęka;;51656;24953;24098;48,3061;46,6509
8;lubuskie;804;nowosolski;804043;gm.m-w. Kożuchów;Zielonogórski;15901;7706;7416;48,4624;46,6386
22;pomorskie;2210;nowodworski;2210023;gm.m-w. Nowy Dwór Gdański;Elbląski;17607;8537;8211;48,4864;46,6349
2;dolnośląskie;214;oleśnicki;214023;gm.m-w. Bierutów;Wrocławski;9873;4777;4604;48,3845;46,6322
22;pomorskie;2207;kwidzyński;2207052;gm.w Ryjewo;Elbląski;5812;2832;2710;48,7268;46,6277
14;mazowieckie;1438;żyrardowski;1438023;gm.m-w. Mszczonów;Skierniewicki;11440;5560;5333;48,6014;46,6171
30;wielkopolskie;3017;ostrowski;3017052;gm.w Przygodzice;Kaliski;12232;5924;5702;48,4303;46,6154
2;dolnośląskie;218;średzki;218052;gm.w Udanin;Legnicki;5014;2398;2337;47,8261;46,6095
26;świętokrzyskie;2606;opatowski;2606032;gm.w Lipnik;Tarnobrzeski;5137;2484;2394;48,3551;46,6031
14;mazowieckie;1412;miński;1412062;gm.w Dobre;Siedlecki;5970;2873;2782;48,124;46,5997
14;mazowieckie;1401;białobrzeski;1401063;gm.m-w. Wyśmierzyce;Radomski;2767;1344;1289;48,5725;46,5847
10;łódzkie;1001;bełchatowski;1001011;Bełchatów;;56419;27007;26281;47,8686;46,5818
2;dolnośląskie;214;oleśnicki;214083;gm.m-w. Twardogóra;Wrocławski;12889;6210;6003;48,1806;46,5746
26;świętokrzyskie;2609;sandomierski;2609082;gm.w Wilczyce;Tarnobrzeski;3646;1762;1698;48,3269;46,5716
14;mazowieckie;1435;wyszkowski;1435042;gm.w Somianka;Ostrołęcki;5626;2726;2620;48,4536;46,5695
18;podkarpackie;1809;lubaczowski;1809011;Lubaczów;Przemyski;11830;5733;5509;48,4615;46,568
28;warmińsko-mazurskie;2815;ostródzki;2815083;gm.m-w. Morąg;Olsztyński;23973;11504;11162;47,9873;46,5607
22;pomorskie;2212;słupski;2212102;gm.w Ustka;Słupski;8295;4042;3862;48,7281;46,5582
14;mazowieckie;1405;grodziski;1405052;gm.w Jaktorów;Skierniewicki;12638;6168;5884;48,8052;46,558
14;mazowieckie;1425;radomski;1425033;gm.m-w. Iłża;Radomski;14571;7027;6781;48,2259;46,5376
30;wielkopolskie;3006;jarociński;3006032;gm.w Kotlin;Kaliski;7390;3560;3439;48,1732;46,5359
2;dolnośląskie;203;głogowski;203032;gm.w Jerzmanowa;Legnicki;5347;2547;2488;47,6342;46,5308
24;śląskie;2406;kłobucki;2406072;gm.w Popów;Częstochowski;5835;2845;2715;48,7575;46,5296
16;opolskie;1607;nyski;1607073;gm.m-w. Paczków;Opolski;12429;6039;5783;48,588;46,5283
6;lubelskie;662;Chełm;662011;Chełm;;61135;29408;28438;48,1034;46,5167
6;lubelskie;614;puławski;614083;gm.m-w. Nałęczów;Lubelski;8881;4255;4131;47,9113;46,515
6;lubelskie;614;puławski;614092;gm.w Puławy;Lubelski;12162;5870;5657;48,2651;46,5137
2;dolnośląskie;217;strzeliński;217022;gm.w Kondratowice;Wrocławski;4199;2031;1953;48,3687;46,5111
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002022;gm.w Czarnków;Pilski;11471;5561;5335;48,4788;46,5086
10;łódzkie;1010;piotrkowski;1010012;gm.w Aleksandrów;Piotrkowski;4279;2067;1990;48,3057;46,5062
14;mazowieckie;1411;makowski;1411092;gm.w Sypniewo;Ostrołęcki;3228;1535;1501;47,5527;46,4994
24;śląskie;2407;lubliniecki;2407042;gm.w Herby;Częstochowski;6769;3257;3147;48,1164;46,4914
4;kujawsko-pomorskie;410;nakielski;410023;gm.m-w. Mrocza;Bydgoski;9193;4384;4273;47,6885;46,481
14;mazowieckie;1417;otwocki;1417062;gm.w Osieck;Siedlecki;3673;1759;1707;47,89;46,4743
22;pomorskie;2213;starogardzki;2213013;gm.m-w. Czarna Woda;Gdański;3131;1511;1455;48,2593;46,4708
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002062;gm.w Połajewo;Pilski;6181;3003;2871;48,5844;46,4488
32;zachodniopomorskie;3209;koszaliński;3209012;gm.w Będzino;Koszaliński;8639;4140;4012;47,9222;46,4406
4;kujawsko-pomorskie;417;wąbrzeski;417032;gm.w Książki;Toruński;4141;1991;1923;48,0802;46,4381
22;pomorskie;2214;tczewski;2214062;gm.w Tczew;Gdański;15335;7346;7121;47,9035;46,4363
10;łódzkie;1014;sieradzki;1014042;gm.w Brzeźnio;Sieradzki;6379;3062;2962;48,0013;46,4336
24;śląskie;2406;kłobucki;2406023;gm.m-w. Krzepice;Częstochowski;9010;4320;4183;47,9467;46,4262
26;świętokrzyskie;2613;włoszczowski;2613042;gm.w Radków;Częstochowski;2501;1214;1161;48,5406;46,4214
4;kujawsko-pomorskie;404;chełmiński;404052;gm.w Papowo Biskupie;Toruński;4300;2045;1996;47,5581;46,4186
10;łódzkie;1010;piotrkowski;1010022;gm.w Czarnocin;Piotrkowski;4141;1977;1922;47,7421;46,4139
22;pomorskie;2212;słupski;2212062;gm.w Kobylnica;Słupski;13211;6310;6131;47,7632;46,4083
4;kujawsko-pomorskie;417;wąbrzeski;417042;gm.w Płużnica;Toruński;4771;2321;2214;48,6481;46,4054
24;śląskie;2417;żywiecki;2417072;gm.w Łękawica;Bielski;4560;2187;2116;47,9605;46,4035
16;opolskie;1607;nyski;1607063;gm.m-w. Otmuchów;Opolski;13355;6425;6197;48,1093;46,4021
10;łódzkie;1011;poddębicki;1011052;gm.w Wartkowice;Sieradzki;6239;3001;2895;48,1007;46,4017
24;śląskie;2415;wodzisławski;2415021;Radlin;Katowicki;17665;8382;8193;47,4498;46,3798
12;małopolskie;1210;nowosądecki;1210011;Grybów;Nowosądecki;5986;2856;2776;47,7113;46,3749
22;pomorskie;2213;starogardzki;2213112;gm.w Smętowo Graniczne;Gdański;5171;2540;2398;49,1201;46,374
14;mazowieckie;1402;ciechanowski;1402092;gm.w Sońsk;Ciechanowski;7671;3684;3557;48,025;46,3694
24;śląskie;2417;żywiecki;2417152;gm.w Węgierska Górka;Bielski;15040;7261;6968;48,2779;46,3298
22;pomorskie;2204;gdański;2204052;gm.w Przywidz;Gdański;5997;2873;2778;47,9073;46,3232
26;świętokrzyskie;2601;buski;2601072;gm.w Tuczępy;Kielecki;3690;1772;1709;48,0217;46,3144
10;łódzkie;1005;łowicki;1005042;gm.w Domaniewice;Skierniewicki;4653;2213;2155;47,5607;46,3142
4;kujawsko-pomorskie;404;chełmiński;404062;gm.w Stolno;Toruński;5304;2500;2456;47,1342;46,3047
24;śląskie;2408;mikołowski;2408031;Orzesze;Katowicki;21290;10099;9858;47,4354;46,3034
12;małopolskie;1218;wadowicki;1218072;gm.w Stryszów;Bielski;6848;3266;3170;47,6928;46,2909
30;wielkopolskie;3010;koniński;3010092;gm.w Skulsk;Koniński;6096;2917;2821;47,851;46,2762
24;śląskie;2412;rybnicki;2412052;gm.w Świerklany;Katowicki;12540;5908;5803;47,1132;46,2759
14;mazowieckie;1434;wołomiński;1434093;gm.m-w. Radzymin;Warszawski;27882;13479;12902;48,343;46,2736
8;lubuskie;811;żarski;811102;gm.w Żary;Zielonogórski;12281;5822;5681;47,4066;46,2584
4;kujawsko-pomorskie;413;sępoleński;413013;gm.m-w. Kamień Krajeński;Bydgoski;6834;3261;3161;47,7173;46,254
10;łódzkie;1018;wieruszowski;1018022;gm.w Czastary;Kaliski;4000;1899;1850;47,475;46,25
12;małopolskie;1215;suski;1215092;gm.w Zembrzyce;Bielski;5611;2670;2595;47,5851;46,2484
14;mazowieckie;1424;pułtuski;1424032;gm.w Pokrzywnica;Ciechanowski;5032;2412;2327;47,9332;46,244
28;warmińsko-mazurskie;2804;elbląski;2804052;gm.w Milejewo;Elbląski;3409;1651;1576;48,4306;46,2306
24;śląskie;2417;żywiecki;2417112;gm.w Rajcza;Bielski;8709;4135;4026;47,4796;46,228
10;łódzkie;1010;piotrkowski;1010082;gm.w Rozprza;Piotrkowski;12310;5838;5690;47,4249;46,2226
26;świętokrzyskie;2613;włoszczowski;2613052;gm.w Secemin;Częstochowski;4725;2289;2184;48,4444;46,2222
6;lubelskie;614;puławski;614032;gm.w Janowiec;Lubelski;3666;1736;1694;47,3541;46,2084
12;małopolskie;1214;proszowicki;1214062;gm.w Radziemice;Krakowski;3329;1605;1538;48,2127;46,2001
10;łódzkie;1005;łowicki;1005072;gm.w Łowicz;Skierniewicki;7708;3699;3561;47,9891;46,1988
4;kujawsko-pomorskie;412;rypiński;412052;gm.w Skrwilno;Włocławski;5851;2797;2703;47,8038;46,1972
32;zachodniopomorskie;3206;gryfiński;3206083;gm.m-w. Trzcińsko-Zdrój;Szczeciński;5174;2466;2390;47,6614;46,1925
12;małopolskie;1209;myślenicki;1209033;gm.m-w. Myślenice;;44519;21275;20564;47,7886;46,1915
32;zachodniopomorskie;3206;gryfiński;3206092;gm.w Widuchowa;Szczeciński;5391;2569;2490;47,6535;46,1881
12;małopolskie;1219;wielicki;1219022;gm.w Gdów;Krakowski;18388;8753;8493;47,6017;46,1877
24;śląskie;2404;częstochowski;2404063;gm.m-w. Koniecpol;Częstochowski;9283;4460;4286;48,0448;46,1704
30;wielkopolskie;3003;gnieźnieński;3003093;gm.m-w. Trzemeszno;Bydgoski;14222;6802;6566;47,8273;46,1679
2;dolnośląskie;218;średzki;218022;gm.w Malczyce;Wrocławski;5881;2822;2715;47,985;46,1656
22;pomorskie;2212;słupski;2212082;gm.w Słupsk;Słupski;18528;8841;8552;47,717;46,1572
26;świętokrzyskie;2607;ostrowiecki;2607032;gm.w Bodzechów;Kielecki;13177;6245;6082;47,3932;46,1562
